,from,to
465,"{""name"": ""Location465 in Rectangle 2"", ""coordinates"": [104.387357, 8.489246]}","{""name"": ""Location465 in Rectangle 2"", ""coordinates"": [103.48361, 8.485352]}"
466,"{""name"": ""Location466 in Rectangle 2"", ""coordinates"": [102.83619, 8.38539]}","{""name"": ""Location466 in Rectangle 2"", ""coordinates"": [98.856626, 8.597173]}"
467,"{""name"": ""Location467 in Rectangle 1"", ""coordinates"": [103.152049, 20.025031]}","{""name"": ""Location467 in Rectangle 1"", ""coordinates"": [101.600674, 19.76986]}"
468,"{""name"": ""Location468 in Rectangle 2"", ""coordinates"": [101.695763, 8.382283]}","{""name"": ""Location468 in Rectangle 1"", ""coordinates"": [98.178491, 19.714897]}"
469,"{""name"": ""Location469 in Rectangle 1"", ""coordinates"": [100.083576, 20.024727]}","{""name"": ""Location469 in Rectangle 1"", ""coordinates"": [103.603027, 20.073011]}"
470,"{""name"": ""Location470 in Rectangle 1"", ""coordinates"": [101.742843, 19.657746]}","{""name"": ""Location470 in Rectangle 2"", ""coordinates"": [98.290296, 8.560264]}"
471,"{""name"": ""Location471 in Rectangle 1"", ""coordinates"": [105.308737, 19.937896]}","{""name"": ""Location471 in Rectangle 1"", ""coordinates"": [104.639283, 19.801672]}"
472,"{""name"": ""Location472 in Rectangle 1"", ""coordinates"": [98.286664, 19.772277]}","{""name"": ""Location472 in Rectangle 1"", ""coordinates"": [101.236602, 19.944529]}"
473,"{""name"": ""Location473 in Rectangle 1"", ""coordinates"": [103.331138, 19.473275]}","{""name"": ""Location473 in Rectangle 2"", ""coordinates"": [98.499594, 8.494713]}"
474,"{""name"": ""Location474 in Rectangle 2"", ""coordinates"": [102.748199, 8.407408]}","{""name"": ""Location474 in Rectangle 2"", ""coordinates"": [102.251608, 8.476719]}"
475,"{""name"": ""Location475 in Rectangle 1"", ""coordinates"": [100.684632, 19.741705]}","{""name"": ""Location475 in Rectangle 1"", ""coordinates"": [100.871299, 19.546939]}"
476,"{""name"": ""Location476 in Rectangle 1"", ""coordinates"": [101.068002, 19.491731]}","{""name"": ""Location476 in Rectangle 2"", ""coordinates"": [100.156149, 8.52925]}"
477,"{""name"": ""Location477 in Rectangle 2"", ""coordinates"": [101.140927, 8.480457]}","{""name"": ""Location477 in Rectangle 1"", ""coordinates"": [103.856439, 19.501879]}"
478,"{""name"": ""Location478 in Rectangle 2"", ""coordinates"": [100.577856, 8.575694]}","{""name"": ""Location478 in Rectangle 2"", ""coordinates"": [101.418356, 8.518692]}"
479,"{""name"": ""Location479 in Rectangle 1"", ""coordinates"": [104.261016, 19.944893]}","{""name"": ""Location479 in Rectangle 2"", ""coordinates"": [104.423916, 8.465257]}"
480,"{""name"": ""Location480 in Rectangle 2"", ""coordinates"": [103.854454, 8.494076]}","{""name"": ""Location480 in Rectangle 2"", ""coordinates"": [105.000041, 8.447239]}"
481,"{""name"": ""Location481 in Rectangle 2"", ""coordinates"": [100.109122, 8.478524]}","{""name"": ""Location481 in Rectangle 1"", ""coordinates"": [97.775203, 19.455472]}"
482,"{""name"": ""Location482 in Rectangle 2"", ""coordinates"": [97.732739, 8.406648]}","{""name"": ""Location482 in Rectangle 1"", ""coordinates"": [105.98309, 19.631781]}"
483,"{""name"": ""Location483 in Rectangle 2"", ""coordinates"": [105.171724, 8.384303]}","{""name"": ""Location483 in Rectangle 1"", ""coordinates"": [102.596011, 20.023564]}"
484,"{""name"": ""Location484 in Rectangle 1"", ""coordinates"": [105.321859, 19.747097]}","{""name"": ""Location484 in Rectangle 2"", ""coordinates"": [100.640669, 8.53938]}"
485,"{""name"": ""Location485 in Rectangle 1"", ""coordinates"": [104.218919, 19.752776]}","{""name"": ""Location485 in Rectangle 1"", ""coordinates"": [104.540463, 19.613665]}"
486,"{""name"": ""Location486 in Rectangle 2"", ""coordinates"": [101.454612, 8.590922]}","{""name"": ""Location486 in Rectangle 2"", ""coordinates"": [98.468517, 8.530121]}"
487,"{""name"": ""Location487 in Rectangle 2"", ""coordinates"": [100.376632, 8.426678]}","{""name"": ""Location487 in Rectangle 2"", ""coordinates"": [99.511212, 8.483699]}"
488,"{""name"": ""Location488 in Rectangle 1"", ""coordinates"": [99.614796, 19.534396]}","{""name"": ""Location488 in Rectangle 2"", ""coordinates"": [103.78371, 8.520645]}"
489,"{""name"": ""Location489 in Rectangle 1"", ""coordinates"": [104.365305, 19.536063]}","{""name"": ""Location489 in Rectangle 2"", ""coordinates"": [101.083247, 8.426992]}"
490,"{""name"": ""Location490 in Rectangle 1"", ""coordinates"": [102.578686, 19.76428]}","{""name"": ""Location490 in Rectangle 2"", ""coordinates"": [101.721192, 8.546455]}"
491,"{""name"": ""Location491 in Rectangle 1"", ""coordinates"": [105.683217, 19.850006]}","{""name"": ""Location491 in Rectangle 1"", ""coordinates"": [100.338967, 19.945211]}"
492,"{""name"": ""Location492 in Rectangle 2"", ""coordinates"": [105.393611, 8.400057]}","{""name"": ""Location492 in Rectangle 1"", ""coordinates"": [104.241297, 19.869653]}"
493,"{""name"": ""Location493 in Rectangle 2"", ""coordinates"": [98.276039, 8.480897]}","{""name"": ""Location493 in Rectangle 1"", ""coordinates"": [104.247869, 19.701909]}"
494,"{""name"": ""Location494 in Rectangle 1"", ""coordinates"": [98.813491, 19.672027]}","{""name"": ""Location494 in Rectangle 2"", ""coordinates"": [102.039704, 8.561134]}"
495,"{""name"": ""Location495 in Rectangle 2"", ""coordinates"": [105.138054, 8.497049]}","{""name"": ""Location495 in Rectangle 1"", ""coordinates"": [105.500552, 19.721541]}"
496,"{""name"": ""Location496 in Rectangle 2"", ""coordinates"": [105.326384, 8.505201]}","{""name"": ""Location496 in Rectangle 2"", ""coordinates"": [102.258877, 8.497911]}"
497,"{""name"": ""Location497 in Rectangle 1"", ""coordinates"": [105.425432, 19.540276]}","{""name"": ""Location497 in Rectangle 2"", ""coordinates"": [97.928137, 8.439562]}"
498,"{""name"": ""Location498 in Rectangle 1"", ""coordinates"": [102.877902, 19.715972]}","{""name"": ""Location498 in Rectangle 2"", ""coordinates"": [103.987149, 8.421812]}"
499,"{""name"": ""Location499 in Rectangle 2"", ""coordinates"": [100.749397, 8.480288]}","{""name"": ""Location499 in Rectangle 2"", ""coordinates"": [104.357184, 8.559804]}"
500,"{""name"": ""Location500 in Rectangle 2"", ""coordinates"": [97.733642, 8.556061]}","{""name"": ""Location500 in Rectangle 2"", ""coordinates"": [99.907275, 8.549049]}"
501,"{""name"": ""Location501 in Rectangle 2"", ""coordinates"": [102.746099, 8.49734]}","{""name"": ""Location501 in Rectangle 1"", ""coordinates"": [99.947458, 19.526933]}"
502,"{""name"": ""Location502 in Rectangle 1"", ""coordinates"": [101.545839, 19.716316]}","{""name"": ""Location502 in Rectangle 1"", ""coordinates"": [102.897101, 20.038416]}"
503,"{""name"": ""Location503 in Rectangle 2"", ""coordinates"": [99.153281, 8.399125]}","{""name"": ""Location503 in Rectangle 1"", ""coordinates"": [105.452979, 19.757287]}"
504,"{""name"": ""Location504 in Rectangle 1"", ""coordinates"": [98.058771, 19.585285]}","{""name"": ""Location504 in Rectangle 2"", ""coordinates"": [104.700122, 8.503732]}"
505,"{""name"": ""Location505 in Rectangle 2"", ""coordinates"": [102.723973, 8.382224]}","{""name"": ""Location505 in Rectangle 2"", ""coordinates"": [105.086428, 8.469102]}"
506,"{""name"": ""Location506 in Rectangle 1"", ""coordinates"": [101.427974, 19.683669]}","{""name"": ""Location506 in Rectangle 1"", ""coordinates"": [103.130639, 19.785671]}"
507,"{""name"": ""Location507 in Rectangle 2"", ""coordinates"": [99.449869, 8.487879]}","{""name"": ""Location507 in Rectangle 1"", ""coordinates"": [104.73924, 19.706678]}"
508,"{""name"": ""Location508 in Rectangle 2"", ""coordinates"": [102.979003, 8.421544]}","{""name"": ""Location508 in Rectangle 1"", ""coordinates"": [104.859725, 19.959138]}"
509,"{""name"": ""Location509 in Rectangle 2"", ""coordinates"": [102.547825, 8.415542]}","{""name"": ""Location509 in Rectangle 1"", ""coordinates"": [99.157855, 19.707957]}"
510,"{""name"": ""Location510 in Rectangle 2"", ""coordinates"": [99.680991, 8.536902]}","{""name"": ""Location510 in Rectangle 1"", ""coordinates"": [105.455762, 19.821745]}"
511,"{""name"": ""Location511 in Rectangle 1"", ""coordinates"": [97.850439, 19.506696]}","{""name"": ""Location511 in Rectangle 2"", ""coordinates"": [101.482551, 8.418671]}"
512,"{""name"": ""Location512 in Rectangle 2"", ""coordinates"": [97.410466, 8.522979]}","{""name"": ""Location512 in Rectangle 1"", ""coordinates"": [103.557547, 19.686857]}"
513,"{""name"": ""Location513 in Rectangle 2"", ""coordinates"": [99.047025, 8.380973]}","{""name"": ""Location513 in Rectangle 2"", ""coordinates"": [105.741987, 8.38079]}"
514,"{""name"": ""Location514 in Rectangle 1"", ""coordinates"": [101.525212, 19.957535]}","{""name"": ""Location514 in Rectangle 2"", ""coordinates"": [97.517391, 8.473218]}"
515,"{""name"": ""Location515 in Rectangle 2"", ""coordinates"": [102.048405, 8.477828]}","{""name"": ""Location515 in Rectangle 2"", ""coordinates"": [97.828062, 8.572059]}"
516,"{""name"": ""Location516 in Rectangle 1"", ""coordinates"": [102.794101, 19.835341]}","{""name"": ""Location516 in Rectangle 2"", ""coordinates"": [102.517314, 8.45315]}"
517,"{""name"": ""Location517 in Rectangle 1"", ""coordinates"": [98.569202, 20.044576]}","{""name"": ""Location517 in Rectangle 1"", ""coordinates"": [98.738201, 19.492369]}"
518,"{""name"": ""Location518 in Rectangle 1"", ""coordinates"": [99.028968, 19.810077]}","{""name"": ""Location518 in Rectangle 2"", ""coordinates"": [102.388923, 8.405523]}"
519,"{""name"": ""Location519 in Rectangle 1"", ""coordinates"": [104.832555, 20.054825]}","{""name"": ""Location519 in Rectangle 2"", ""coordinates"": [98.210339, 8.499328]}"
520,"{""name"": ""Location520 in Rectangle 1"", ""coordinates"": [99.949673, 20.030976]}","{""name"": ""Location520 in Rectangle 1"", ""coordinates"": [101.73764, 19.762015]}"
521,"{""name"": ""Location521 in Rectangle 1"", ""coordinates"": [98.144584, 19.966877]}","{""name"": ""Location521 in Rectangle 2"", ""coordinates"": [103.760305, 8.524087]}"
522,"{""name"": ""Location522 in Rectangle 1"", ""coordinates"": [103.328991, 19.927849]}","{""name"": ""Location522 in Rectangle 1"", ""coordinates"": [98.278572, 19.655187]}"
523,"{""name"": ""Location523 in Rectangle 2"", ""coordinates"": [102.307186, 8.492698]}","{""name"": ""Location523 in Rectangle 1"", ""coordinates"": [104.410432, 19.611803]}"
524,"{""name"": ""Location524 in Rectangle 2"", ""coordinates"": [102.266665, 8.50797]}","{""name"": ""Location524 in Rectangle 1"", ""coordinates"": [101.244609, 19.599014]}"
525,"{""name"": ""Location525 in Rectangle 2"", ""coordinates"": [98.155231, 8.393515]}","{""name"": ""Location525 in Rectangle 1"", ""coordinates"": [106.255706, 20.013704]}"
526,"{""name"": ""Location526 in Rectangle 1"", ""coordinates"": [105.380314, 19.790957]}","{""name"": ""Location526 in Rectangle 2"", ""coordinates"": [97.705616, 8.570831]}"
527,"{""name"": ""Location527 in Rectangle 2"", ""coordinates"": [97.712237, 8.457317]}","{""name"": ""Location527 in Rectangle 1"", ""coordinates"": [106.398359, 19.785492]}"
528,"{""name"": ""Location528 in Rectangle 2"", ""coordinates"": [97.371461, 8.564256]}","{""name"": ""Location528 in Rectangle 2"", ""coordinates"": [99.949911, 8.411706]}"
529,"{""name"": ""Location529 in Rectangle 1"", ""coordinates"": [103.815127, 19.752104]}","{""name"": ""Location529 in Rectangle 2"", ""coordinates"": [105.366069, 8.435624]}"
530,"{""name"": ""Location530 in Rectangle 2"", ""coordinates"": [97.922101, 8.387596]}","{""name"": ""Location530 in Rectangle 1"", ""coordinates"": [103.9376, 20.087009]}"
531,"{""name"": ""Location531 in Rectangle 1"", ""coordinates"": [103.96262, 19.446306]}","{""name"": ""Location531 in Rectangle 2"", ""coordinates"": [102.442101, 8.518908]}"
532,"{""name"": ""Location532 in Rectangle 1"", ""coordinates"": [104.390217, 19.698448]}","{""name"": ""Location532 in Rectangle 1"", ""coordinates"": [105.159629, 19.675751]}"
533,"{""name"": ""Location533 in Rectangle 1"", ""coordinates"": [98.076573, 19.740605]}","{""name"": ""Location533 in Rectangle 1"", ""coordinates"": [97.261985, 19.97408]}"
534,"{""name"": ""Location534 in Rectangle 1"", ""coordinates"": [97.708911, 20.024887]}","{""name"": ""Location534 in Rectangle 1"", ""coordinates"": [98.424274, 19.503816]}"
535,"{""name"": ""Location535 in Rectangle 1"", ""coordinates"": [105.844991, 20.058045]}","{""name"": ""Location535 in Rectangle 1"", ""coordinates"": [99.660794, 19.647298]}"
536,"{""name"": ""Location536 in Rectangle 2"", ""coordinates"": [102.09802, 8.555158]}","{""name"": ""Location536 in Rectangle 1"", ""coordinates"": [99.815726, 20.018049]}"
537,"{""name"": ""Location537 in Rectangle 2"", ""coordinates"": [103.862172, 8.487781]}","{""name"": ""Location537 in Rectangle 1"", ""coordinates"": [101.577204, 19.714655]}"
538,"{""name"": ""Location538 in Rectangle 1"", ""coordinates"": [101.900863, 19.487056]}","{""name"": ""Location538 in Rectangle 1"", ""coordinates"": [98.285816, 19.807686]}"
539,"{""name"": ""Location539 in Rectangle 2"", ""coordinates"": [103.242451, 8.490764]}","{""name"": ""Location539 in Rectangle 2"", ""coordinates"": [99.787901, 8.496436]}"
540,"{""name"": ""Location540 in Rectangle 1"", ""coordinates"": [99.285423, 19.790036]}","{""name"": ""Location540 in Rectangle 2"", ""coordinates"": [99.669408, 8.500068]}"
541,"{""name"": ""Location541 in Rectangle 2"", ""coordinates"": [97.699697, 8.441344]}","{""name"": ""Location541 in Rectangle 1"", ""coordinates"": [102.584664, 19.589204]}"
542,"{""name"": ""Location542 in Rectangle 2"", ""coordinates"": [101.707327, 8.411607]}","{""name"": ""Location542 in Rectangle 2"", ""coordinates"": [103.479696, 8.426844]}"
543,"{""name"": ""Location543 in Rectangle 1"", ""coordinates"": [98.643685, 19.771892]}","{""name"": ""Location543 in Rectangle 1"", ""coordinates"": [99.530881, 19.88853]}"
544,"{""name"": ""Location544 in Rectangle 2"", ""coordinates"": [97.929502, 8.390395]}","{""name"": ""Location544 in Rectangle 1"", ""coordinates"": [105.444601, 19.933636]}"
545,"{""name"": ""Location545 in Rectangle 1"", ""coordinates"": [104.678936, 19.50268]}","{""name"": ""Location545 in Rectangle 2"", ""coordinates"": [102.597347, 8.413423]}"
546,"{""name"": ""Location546 in Rectangle 2"", ""coordinates"": [104.350964, 8.568845]}","{""name"": ""Location546 in Rectangle 1"", ""coordinates"": [103.251927, 19.851846]}"
547,"{""name"": ""Location547 in Rectangle 2"", ""coordinates"": [98.013058, 8.412446]}","{""name"": ""Location547 in Rectangle 2"", ""coordinates"": [102.580897, 8.419235]}"
548,"{""name"": ""Location548 in Rectangle 2"", ""coordinates"": [104.223661, 8.387978]}","{""name"": ""Location548 in Rectangle 1"", ""coordinates"": [105.5062, 19.923189]}"
549,"{""name"": ""Location549 in Rectangle 2"", ""coordinates"": [101.326224, 8.543976]}","{""name"": ""Location549 in Rectangle 1"", ""coordinates"": [106.206766, 19.828344]}"
550,"{""name"": ""Location550 in Rectangle 2"", ""coordinates"": [103.515851, 8.589816]}","{""name"": ""Location550 in Rectangle 1"", ""coordinates"": [98.042375, 19.57103]}"
551,"{""name"": ""Location551 in Rectangle 1"", ""coordinates"": [104.910554, 19.704411]}","{""name"": ""Location551 in Rectangle 1"", ""coordinates"": [101.440054, 19.928858]}"
552,"{""name"": ""Location552 in Rectangle 2"", ""coordinates"": [100.695221, 8.458314]}","{""name"": ""Location552 in Rectangle 2"", ""coordinates"": [99.898953, 8.578035]}"
553,"{""name"": ""Location553 in Rectangle 2"", ""coordinates"": [100.727018, 8.52791]}","{""name"": ""Location553 in Rectangle 1"", ""coordinates"": [103.474323, 19.962404]}"
554,"{""name"": ""Location554 in Rectangle 2"", ""coordinates"": [104.199826, 8.390828]}","{""name"": ""Location554 in Rectangle 1"", ""coordinates"": [100.851691, 19.910468]}"
555,"{""name"": ""Location555 in Rectangle 1"", ""coordinates"": [103.770518, 19.471774]}","{""name"": ""Location555 in Rectangle 1"", ""coordinates"": [99.241906, 19.865168]}"
556,"{""name"": ""Location556 in Rectangle 1"", ""coordinates"": [102.652877, 19.681747]}","{""name"": ""Location556 in Rectangle 1"", ""coordinates"": [101.321554, 20.035879]}"
557,"{""name"": ""Location557 in Rectangle 2"", ""coordinates"": [102.721496, 8.529865]}","{""name"": ""Location557 in Rectangle 2"", ""coordinates"": [101.495264, 8.551505]}"
558,"{""name"": ""Location558 in Rectangle 1"", ""coordinates"": [98.449761, 19.943502]}","{""name"": ""Location558 in Rectangle 1"", ""coordinates"": [99.252118, 20.092554]}"
559,"{""name"": ""Location559 in Rectangle 1"", ""coordinates"": [105.350189, 19.872852]}","{""name"": ""Location559 in Rectangle 2"", ""coordinates"": [101.13152, 8.540812]}"
560,"{""name"": ""Location560 in Rectangle 1"", ""coordinates"": [97.40254, 19.742432]}","{""name"": ""Location560 in Rectangle 1"", ""coordinates"": [99.832155, 20.04121]}"
561,"{""name"": ""Location561 in Rectangle 2"", ""coordinates"": [105.992274, 8.555117]}","{""name"": ""Location561 in Rectangle 1"", ""coordinates"": [104.068081, 20.043787]}"
562,"{""name"": ""Location562 in Rectangle 1"", ""coordinates"": [100.017856, 19.508227]}","{""name"": ""Location562 in Rectangle 1"", ""coordinates"": [98.795755, 19.474351]}"
563,"{""name"": ""Location563 in Rectangle 1"", ""coordinates"": [99.437889, 19.870771]}","{""name"": ""Location563 in Rectangle 2"", ""coordinates"": [105.221346, 8.50047]}"
564,"{""name"": ""Location564 in Rectangle 1"", ""coordinates"": [105.485374, 19.891794]}","{""name"": ""Location564 in Rectangle 2"", ""coordinates"": [100.098886, 8.542893]}"
565,"{""name"": ""Location565 in Rectangle 1"", ""coordinates"": [105.434083, 19.567021]}","{""name"": ""Location565 in Rectangle 2"", ""coordinates"": [98.581382, 8.483362]}"
566,"{""name"": ""Location566 in Rectangle 1"", ""coordinates"": [98.618895, 19.902814]}","{""name"": ""Location566 in Rectangle 2"", ""coordinates"": [99.120732, 8.385773]}"
567,"{""name"": ""Location567 in Rectangle 2"", ""coordinates"": [101.206832, 8.419945]}","{""name"": ""Location567 in Rectangle 2"", ""coordinates"": [100.870204, 8.406154]}"
568,"{""name"": ""Location568 in Rectangle 1"", ""coordinates"": [105.337874, 19.708323]}","{""name"": ""Location568 in Rectangle 2"", ""coordinates"": [99.385624, 8.453461]}"
569,"{""name"": ""Location569 in Rectangle 1"", ""coordinates"": [97.323699, 19.810952]}","{""name"": ""Location569 in Rectangle 1"", ""coordinates"": [97.329638, 19.450514]}"
570,"{""name"": ""Location570 in Rectangle 1"", ""coordinates"": [104.378293, 19.855898]}","{""name"": ""Location570 in Rectangle 2"", ""coordinates"": [103.056983, 8.509581]}"
571,"{""name"": ""Location571 in Rectangle 1"", ""coordinates"": [97.733255, 19.641953]}","{""name"": ""Location571 in Rectangle 1"", ""coordinates"": [101.706734, 19.526567]}"
572,"{""name"": ""Location572 in Rectangle 2"", ""coordinates"": [103.22682, 8.597809]}","{""name"": ""Location572 in Rectangle 2"", ""coordinates"": [102.46051, 8.527529]}"
573,"{""name"": ""Location573 in Rectangle 1"", ""coordinates"": [97.977426, 19.94623]}","{""name"": ""Location573 in Rectangle 1"", ""coordinates"": [101.908858, 20.054811]}"
574,"{""name"": ""Location574 in Rectangle 2"", ""coordinates"": [99.309386, 8.48405]}","{""name"": ""Location574 in Rectangle 1"", ""coordinates"": [102.938143, 19.990297]}"
575,"{""name"": ""Location575 in Rectangle 1"", ""coordinates"": [98.050821, 19.613656]}","{""name"": ""Location575 in Rectangle 2"", ""coordinates"": [102.749933, 8.460203]}"
576,"{""name"": ""Location576 in Rectangle 1"", ""coordinates"": [102.729532, 19.593648]}","{""name"": ""Location576 in Rectangle 1"", ""coordinates"": [100.859817, 20.088531]}"
577,"{""name"": ""Location577 in Rectangle 1"", ""coordinates"": [105.333447, 19.943548]}","{""name"": ""Location577 in Rectangle 1"", ""coordinates"": [106.046725, 19.773069]}"
578,"{""name"": ""Location578 in Rectangle 2"", ""coordinates"": [101.900349, 8.516848]}","{""name"": ""Location578 in Rectangle 2"", ""coordinates"": [103.334065, 8.430094]}"
579,"{""name"": ""Location579 in Rectangle 1"", ""coordinates"": [100.159193, 19.719763]}","{""name"": ""Location579 in Rectangle 2"", ""coordinates"": [97.241856, 8.408856]}"
580,"{""name"": ""Location580 in Rectangle 1"", ""coordinates"": [106.478564, 19.681182]}","{""name"": ""Location580 in Rectangle 1"", ""coordinates"": [101.834702, 19.691431]}"
581,"{""name"": ""Location581 in Rectangle 2"", ""coordinates"": [105.214245, 8.444984]}","{""name"": ""Location581 in Rectangle 1"", ""coordinates"": [100.705383, 20.086863]}"
582,"{""name"": ""Location582 in Rectangle 2"", ""coordinates"": [97.300977, 8.477568]}","{""name"": ""Location582 in Rectangle 1"", ""coordinates"": [104.645301, 19.593552]}"
583,"{""name"": ""Location583 in Rectangle 1"", ""coordinates"": [100.094903, 19.668903]}","{""name"": ""Location583 in Rectangle 1"", ""coordinates"": [98.045324, 19.569339]}"
584,"{""name"": ""Location584 in Rectangle 2"", ""coordinates"": [104.05155, 8.471022]}","{""name"": ""Location584 in Rectangle 1"", ""coordinates"": [97.533257, 20.013983]}"
585,"{""name"": ""Location585 in Rectangle 1"", ""coordinates"": [105.271766, 20.008727]}","{""name"": ""Location585 in Rectangle 1"", ""coordinates"": [102.683694, 19.612065]}"
586,"{""name"": ""Location586 in Rectangle 1"", ""coordinates"": [101.719561, 19.550614]}","{""name"": ""Location586 in Rectangle 1"", ""coordinates"": [106.350456, 19.556381]}"
587,"{""name"": ""Location587 in Rectangle 1"", ""coordinates"": [99.166895, 19.89215]}","{""name"": ""Location587 in Rectangle 1"", ""coordinates"": [101.594663, 19.478674]}"
588,"{""name"": ""Location588 in Rectangle 1"", ""coordinates"": [99.974235, 20.061338]}","{""name"": ""Location588 in Rectangle 1"", ""coordinates"": [104.683393, 19.872338]}"
589,"{""name"": ""Location589 in Rectangle 2"", ""coordinates"": [97.22402, 8.387041]}","{""name"": ""Location589 in Rectangle 1"", ""coordinates"": [99.451591, 19.532205]}"
590,"{""name"": ""Location590 in Rectangle 2"", ""coordinates"": [100.799731, 8.532237]}","{""name"": ""Location590 in Rectangle 2"", ""coordinates"": [98.619727, 8.438389]}"
591,"{""name"": ""Location591 in Rectangle 2"", ""coordinates"": [103.768681, 8.39159]}","{""name"": ""Location591 in Rectangle 1"", ""coordinates"": [98.778041, 19.662203]}"
592,"{""name"": ""Location592 in Rectangle 2"", ""coordinates"": [100.278192, 8.543097]}","{""name"": ""Location592 in Rectangle 1"", ""coordinates"": [103.878475, 20.05338]}"
593,"{""name"": ""Location593 in Rectangle 1"", ""coordinates"": [104.972683, 19.772961]}","{""name"": ""Location593 in Rectangle 2"", ""coordinates"": [102.379939, 8.493478]}"
594,"{""name"": ""Location594 in Rectangle 1"", ""coordinates"": [105.222364, 19.702977]}","{""name"": ""Location594 in Rectangle 2"", ""coordinates"": [97.996083, 8.488689]}"
595,"{""name"": ""Location595 in Rectangle 1"", ""coordinates"": [106.02849, 19.466011]}","{""name"": ""Location595 in Rectangle 2"", ""coordinates"": [104.340932, 8.445213]}"
596,"{""name"": ""Location596 in Rectangle 2"", ""coordinates"": [102.904824, 8.575059]}","{""name"": ""Location596 in Rectangle 2"", ""coordinates"": [98.359037, 8.444487]}"
597,"{""name"": ""Location597 in Rectangle 2"", ""coordinates"": [103.122061, 8.437062]}","{""name"": ""Location597 in Rectangle 1"", ""coordinates"": [106.203693, 19.8135]}"
598,"{""name"": ""Location598 in Rectangle 1"", ""coordinates"": [97.584762, 19.733902]}","{""name"": ""Location598 in Rectangle 1"", ""coordinates"": [105.948687, 19.514678]}"
599,"{""name"": ""Location599 in Rectangle 1"", ""coordinates"": [103.644988, 19.879916]}","{""name"": ""Location599 in Rectangle 2"", ""coordinates"": [101.415387, 8.593932]}"
600,"{""name"": ""Location600 in Rectangle 1"", ""coordinates"": [101.836824, 19.804789]}","{""name"": ""Location600 in Rectangle 2"", ""coordinates"": [103.213215, 8.385742]}"
601,"{""name"": ""Location601 in Rectangle 2"", ""coordinates"": [103.435311, 8.49549]}","{""name"": ""Location601 in Rectangle 1"", ""coordinates"": [104.39683, 19.876298]}"
602,"{""name"": ""Location602 in Rectangle 1"", ""coordinates"": [106.486933, 19.992909]}","{""name"": ""Location602 in Rectangle 1"", ""coordinates"": [102.590539, 19.867921]}"
603,"{""name"": ""Location603 in Rectangle 2"", ""coordinates"": [97.439955, 8.574934]}","{""name"": ""Location603 in Rectangle 2"", ""coordinates"": [99.676763, 8.494964]}"
604,"{""name"": ""Location604 in Rectangle 1"", ""coordinates"": [106.411711, 19.643981]}","{""name"": ""Location604 in Rectangle 1"", ""coordinates"": [99.963591, 19.714772]}"
605,"{""name"": ""Location605 in Rectangle 2"", ""coordinates"": [99.044111, 8.475352]}","{""name"": ""Location605 in Rectangle 2"", ""coordinates"": [103.62756, 8.512464]}"
606,"{""name"": ""Location606 in Rectangle 1"", ""coordinates"": [98.427218, 19.863095]}","{""name"": ""Location606 in Rectangle 2"", ""coordinates"": [103.203076, 8.557915]}"
607,"{""name"": ""Location607 in Rectangle 2"", ""coordinates"": [99.22246, 8.502345]}","{""name"": ""Location607 in Rectangle 1"", ""coordinates"": [104.68536, 20.014143]}"
608,"{""name"": ""Location608 in Rectangle 2"", ""coordinates"": [101.042639, 8.398035]}","{""name"": ""Location608 in Rectangle 2"", ""coordinates"": [102.613705, 8.510087]}"
609,"{""name"": ""Location609 in Rectangle 1"", ""coordinates"": [100.185191, 19.797192]}","{""name"": ""Location609 in Rectangle 2"", ""coordinates"": [103.630252, 8.545689]}"
610,"{""name"": ""Location610 in Rectangle 1"", ""coordinates"": [102.398147, 19.665119]}","{""name"": ""Location610 in Rectangle 2"", ""coordinates"": [99.971545, 8.530757]}"
611,"{""name"": ""Location611 in Rectangle 1"", ""coordinates"": [103.229477, 19.865288]}","{""name"": ""Location611 in Rectangle 1"", ""coordinates"": [98.386146, 19.582856]}"
612,"{""name"": ""Location612 in Rectangle 2"", ""coordinates"": [98.098747, 8.573232]}","{""name"": ""Location612 in Rectangle 1"", ""coordinates"": [102.738165, 19.755462]}"
613,"{""name"": ""Location613 in Rectangle 2"", ""coordinates"": [106.036228, 8.434686]}","{""name"": ""Location613 in Rectangle 2"", ""coordinates"": [98.710666, 8.507851]}"
614,"{""name"": ""Location614 in Rectangle 1"", ""coordinates"": [97.560783, 19.618649]}","{""name"": ""Location614 in Rectangle 1"", ""coordinates"": [102.148287, 19.466806]}"
615,"{""name"": ""Location615 in Rectangle 1"", ""coordinates"": [100.231332, 19.826448]}","{""name"": ""Location615 in Rectangle 1"", ""coordinates"": [105.725613, 19.478868]}"
616,"{""name"": ""Location616 in Rectangle 2"", ""coordinates"": [100.315994, 8.425484]}","{""name"": ""Location616 in Rectangle 1"", ""coordinates"": [105.895798, 19.751887]}"
617,"{""name"": ""Location617 in Rectangle 1"", ""coordinates"": [103.012931, 19.955766]}","{""name"": ""Location617 in Rectangle 2"", ""coordinates"": [97.89714, 8.434615]}"
618,"{""name"": ""Location618 in Rectangle 1"", ""coordinates"": [102.579375, 19.788446]}","{""name"": ""Location618 in Rectangle 2"", ""coordinates"": [102.758271, 8.450557]}"
619,"{""name"": ""Location619 in Rectangle 1"", ""coordinates"": [100.241114, 20.053786]}","{""name"": ""Location619 in Rectangle 1"", ""coordinates"": [104.490535, 19.754873]}"
